[2025-07-31T17:47:37.998Z] ERROR: ERROR: POST /api/admin/login | User: Guest | AccountType: N/A | Message: handleErrorResponse is not a function
[2025-09-01T00:52:37.328Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.326Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.333Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee507f3ae8687c253d98 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:37.344Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.351Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.352Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee507f3ae8687c253d9b | AccountType: user | Message: next is not a function
[2025-09-01T00:52:37.367Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.367Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.378Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.465Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5170792ac6e98e8593 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:37.477Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5170792ac6e98e8590 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:37.496Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee5170792ac6e98e8593 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:37.511Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee5170792ac6e98e8590 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:37.525Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.532Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.634Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:37.678Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:38.011Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee519841720bc89c950d | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.104Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a93d4772196766f0 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.060Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51728438cdc7369e0b | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.124Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee519841720bc89c9511 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.127Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee519841720bc89c9513 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.175Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51728438cdc7369e0f | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.166Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee519841720bc89c950d | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.180Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a93d4772196766f6 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.178Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee51728438cdc7369e0b | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.185Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee51a93d4772196766f0 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.196Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee519841720bc89c9511 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.198Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee519841720bc89c9513 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.206Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51728438cdc7369e11 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.212Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a0b541b95103ab46 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.211Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee51728438cdc7369e0f | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.220Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a93d4772196766f4 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.224Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee51a93d4772196766f6 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.229Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a0b541b95103ab43 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.230Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee51728438cdc7369e11 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.246Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee51a93d4772196766f4 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.248Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a0b541b95103ab4a | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.251Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee51a0b541b95103ab46 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.269Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee51a0b541b95103ab43 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:38.282Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee51a0b541b95103ab4a | AccountType: user | Message: next is not a function
[2025-09-01T00:52:41.182Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:41.548Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee55d071118891a263ae | AccountType: user | Message: next is not a function
[2025-09-01T00:52:41.566Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee55d071118891a263ae | AccountType: user | Message: next is not a function
[2025-09-01T00:52:41.724Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:42.079Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee56d071118891a263b4 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.096Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee56d071118891a263b4 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.123Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:42.133Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:42.331Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:42.335Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:42.551Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:42.584Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee567f3ae8687c253db0 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.600Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee567f3ae8687c253db0 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.622Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5646ffd362b8167a85 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.635Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5646ffd362b8167a89 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.651Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee5646ffd362b8167a85 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.663Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee5646ffd362b8167a89 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.906Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5770792ac6e98e85a4 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.952Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee5770792ac6e98e85a4 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.961Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5770792ac6e98e85a6 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:42.976Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:42.986Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.017Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee5770792ac6e98e85a6 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.029Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.031Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.061Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.082Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.096Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.154Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.207Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.258Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.215Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.266Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.377Z] ERROR: POST /api/auth/signup | Status: 500 | User: Guest | AccountType: N/A | Message: Data command failed: 550 5.7.0 Too many emails per second. Please upgrade your plan https://mailtrap.io/billing/plans/testing
[2025-09-01T00:52:43.426Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee567f3ae8687c253dac | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.443Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee567f3ae8687c253dac | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.833Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a93d477219676714 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.844Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57728438cdc7369e2f | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.870Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee57a93d477219676714 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.872Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee58a0b541b95103ab65 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.876Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a93d47721967670e | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.885Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee579841720bc89c952b | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.888Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a0b541b95103ab61 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.889Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee57728438cdc7369e2f | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.887Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a93d477219676712 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.894Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57728438cdc7369e2d | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.891Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee579841720bc89c9532 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.897Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57728438cdc7369e29 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.908Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee57a93d47721967670e | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.915Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee58a0b541b95103ab65 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.919Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee579841720bc89c952e | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.931Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee57728438cdc7369e2d | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.928Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee57a93d477219676712 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.922Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee579841720bc89c952b | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.946Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee58a0b541b95103ab67 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.958Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee57728438cdc7369e29 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.956Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee57a0b541b95103ab61 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.957Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee579841720bc89c9532 | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.975Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee579841720bc89c952e | AccountType: user | Message: next is not a function
[2025-09-01T00:52:43.982Z] ERROR: GET /api/reviews/vendor/12345 | Status: 500 | User: 68b4ee58a0b541b95103ab67 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:51.727Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a46ffd362b8167a23 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:51.738Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a46ffd362b8167a21 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:51.758Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a728438cdc7369d99 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:51.759Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa0b541b95103aad1 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:51.792Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a728438cdc7369d93 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:51.814Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a70792ac6e98e8540 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:51.870Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa0b541b95103aacd | AccountType: user | Message: next is not a function
[2025-09-01T00:56:51.931Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a7f3ae8687c253d4a | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.011Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a9841720bc89c9495 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.047Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa93d47721967667a | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.041Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa0b541b95103aacb | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.073Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a7f3ae8687c253d48 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.225Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a9841720bc89c9498 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.227Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a70792ac6e98e8542 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.261Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a9841720bc89c949a | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.271Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a728438cdc7369d95 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.262Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3ad071118891a2634e | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.282Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa93d47721967667e | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.298Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3ad071118891a2634c | AccountType: user | Message: next is not a function
[2025-09-01T00:56:52.307Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa93d477219676678 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:53.667Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4146ffd362b8167a35 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:53.836Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4146ffd362b8167a39 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:53.906Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee42a0b541b95103aaef | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.057Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41728438cdc7369db5 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.067Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4170792ac6e98e8554 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.045Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41728438cdc7369db1 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.124Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee417f3ae8687c253d60 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.186Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a0b541b95103aae9 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.550Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee429841720bc89c94b7 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.611Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a93d47721967669d | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.655Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee417f3ae8687c253d5c | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.707Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee429841720bc89c94b3 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.724Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee42a0b541b95103aaed | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.740Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a93d47721967669a | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.743Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee429841720bc89c94b5 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.763Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41d071118891a26364 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.740Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41728438cdc7369db7 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.772Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a93d477219676695 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.850Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41d071118891a26360 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:54.860Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4170792ac6e98e8558 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:55.714Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4646ffd362b8167a47 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:55.743Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4770792ac6e98e8568 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:55.784Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a0b541b95103ab07 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:55.803Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47728438cdc7369dcf | AccountType: user | Message: next is not a function
[2025-09-01T00:56:55.805Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4646ffd362b8167a4d | AccountType: user | Message: next is not a function
[2025-09-01T00:56:55.828Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee467f3ae8687c253d70 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:55.856Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a0b541b95103ab0d | AccountType: user | Message: next is not a function
[2025-09-01T00:56:55.872Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee48728438cdc7369dd3 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:56.697Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee479841720bc89c94d7 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:56.735Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a93d4772196766b4 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:56.887Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee479841720bc89c94d1 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:56.905Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a0b541b95103ab0b | AccountType: user | Message: next is not a function
[2025-09-01T00:56:56.924Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a93d4772196766b8 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:56.987Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee48728438cdc7369dd6 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:56.992Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee467f3ae8687c253d73 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:57.061Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee479841720bc89c94d5 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:57.174Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee46d071118891a26377 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:57.191Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee46d071118891a26374 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:57.202Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a93d4772196766ba | AccountType: user | Message: next is not a function
[2025-09-01T00:56:57.244Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4770792ac6e98e856b | AccountType: user | Message: next is not a function
[2025-09-01T00:56:57.348Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b46ffd362b8167a5f | AccountType: user | Message: next is not a function
[2025-09-01T00:56:57.373Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c70792ac6e98e8580 | AccountType: user | Message: next is not a function
[2025-09-01T00:56:57.430Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c728438cdc7369ded | AccountType: user | Message: next is not a function
[2025-09-01T00:56:57.460Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b46ffd362b8167a5d | AccountType: user | Message: next is not a function
