[2025-07-31T17:47:37.998Z] ERROR: ERROR: POST /api/admin/login | User: Guest | AccountType: N/A | Message: handleErrorResponse is not a function
[2025-09-01T00:57:19.169Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6e1f38026346b86ea9 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:19.682Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6e7eb288fd4c4ccd86 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:19.697Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f7eb288fd4c4ccd89 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:19.797Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6e0775cdb8ce686267 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:19.802Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6e3f446027cd96053d | AccountType: user | Message: next is not a function
[2025-09-01T00:57:19.813Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f0775cdb8ce68626a | AccountType: user | Message: next is not a function
[2025-09-01T00:57:19.821Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f3f446027cd960540 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.358Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6e283bbcb2c1e8ada0 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.391Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f283bbcb2c1e8ada3 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.414Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f283bbcb2c1e8ada5 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.508Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f727367050ea82535 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.538Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f727367050ea82538 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.544Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f987d335fa72c75b7 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.553Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f727367050ea8253a | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.566Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f5af935885bc356bd | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.570Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f987d335fa72c75ba | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.580Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f987d335fa72c75bc | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.597Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f5af935885bc356c0 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:20.616Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef6f5af935885bc356c2 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:21.261Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef701f38026346b86ec0 | AccountType: user | Message: next is not a function
[2025-09-01T00:57:21.283Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef701f38026346b86ec3 | AccountType: user | Message: next is not a function
[2025-09-01T01:03:32.104Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a7f3ae8687c253d48 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.163Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3ad071118891a2634e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.159Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa0b541b95103aacb | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.149Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a46ffd362b8167a23 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.200Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a70792ac6e98e8542 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.249Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa93d477219676678 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.262Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3ad071118891a2634c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.277Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa0b541b95103aad1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.357Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa0b541b95103aacd | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.374Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a46ffd362b8167a21 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.425Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a728438cdc7369d95 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.426Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a7f3ae8687c253d4a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.434Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a70792ac6e98e8540 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.445Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa93d47721967667a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.460Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a9841720bc89c9498 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.444Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a728438cdc7369d93 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.468Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a9841720bc89c949a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.485Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a728438cdc7369d99 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.508Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3a9841720bc89c9495 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:32.577Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee3aa93d47721967667e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.134Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41d071118891a26360 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.251Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4146ffd362b8167a39 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.292Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a93d47721967669a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.292Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee417f3ae8687c253d5c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.309Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41d071118891a26364 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.319Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a0b541b95103aae9 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.344Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee42a0b541b95103aaef | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.355Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4170792ac6e98e8558 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.383Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee42a0b541b95103aaed | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.622Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4170792ac6e98e8554 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.633Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41728438cdc7369db7 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.626Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41728438cdc7369db5 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.651Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41728438cdc7369db1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.666Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee417f3ae8687c253d60 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.697Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee429841720bc89c94b5 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.702Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee429841720bc89c94b7 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.725Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee429841720bc89c94b3 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.731Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a93d477219676695 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.741Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4146ffd362b8167a35 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:34.765Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee41a93d47721967669d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.129Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4646ffd362b8167a4d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.138Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a93d4772196766b8 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.161Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee46d071118891a26374 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.167Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a0b541b95103ab07 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.186Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee46d071118891a26377 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.208Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee467f3ae8687c253d73 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.274Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a0b541b95103ab0b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.283Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4770792ac6e98e856b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.607Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a0b541b95103ab0d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.610Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee48728438cdc7369dd6 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.614Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee467f3ae8687c253d70 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.625Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4770792ac6e98e8568 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.709Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a93d4772196766ba | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.712Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47728438cdc7369dcf | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.739Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee479841720bc89c94d1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.741Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee48728438cdc7369dd3 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.803Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee47a93d4772196766b4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.833Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4646ffd362b8167a47 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.861Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee479841720bc89c94d5 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:36.878Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee479841720bc89c94d7 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:37.921Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b46ffd362b8167a5d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:37.981Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca93d4772196766d2 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:37.993Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4bd071118891a26388 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.015Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4bd071118891a2638a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.026Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca0b541b95103ab2a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.032Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b7f3ae8687c253d84 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.055Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca0b541b95103ab28 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.058Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c70792ac6e98e857c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.707Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c728438cdc7369df1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.713Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c70792ac6e98e8580 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.766Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca93d4772196766d6 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.767Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b7f3ae8687c253d86 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.772Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c728438cdc7369ded | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.770Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c9841720bc89c94f4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.784Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca0b541b95103ab25 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.777Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c728438cdc7369def | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.821Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4b46ffd362b8167a5f | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.836Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4ca93d4772196766d4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.888Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c9841720bc89c94ef | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:38.912Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee4c9841720bc89c94f2 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:39.713Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5046ffd362b8167a71 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:39.724Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a93d4772196766f6 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:39.733Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee50d071118891a2639f | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:39.759Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a0b541b95103ab46 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:39.786Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee50d071118891a2639c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:39.789Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee507f3ae8687c253d9b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:39.843Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a0b541b95103ab43 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:39.844Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5170792ac6e98e8593 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.486Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51728438cdc7369e11 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.519Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5170792ac6e98e8590 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.591Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a93d4772196766f0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.597Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a0b541b95103ab4a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.611Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee519841720bc89c9511 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.633Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51728438cdc7369e0f | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.657Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51728438cdc7369e0b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.701Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee507f3ae8687c253d98 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.925Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5046ffd362b8167a73 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.961Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee51a93d4772196766f4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:40.970Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee519841720bc89c9513 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.020Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee519841720bc89c950d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.391Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee56d071118891a263b4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.426Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee567f3ae8687c253db0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.427Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5770792ac6e98e85a4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.431Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5646ffd362b8167a89 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.469Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a93d477219676712 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.471Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee55d071118891a263ae | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.486Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a0b541b95103ab61 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.486Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee58a0b541b95103ab65 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:41.959Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5770792ac6e98e85a6 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.120Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57728438cdc7369e2f | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.467Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a93d47721967670e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.490Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee579841720bc89c952e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.527Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57728438cdc7369e2d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.554Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57728438cdc7369e29 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.733Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee58a0b541b95103ab67 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.804Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee567f3ae8687c253dac | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.855Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee5646ffd362b8167a85 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.882Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee57a93d477219676714 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.925Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee579841720bc89c9532 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:42.950Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ee579841720bc89c952b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:43.058Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef615af935885bc355fd | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:43.095Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61987d335fa72c74f7 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:43.114Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61283bbcb2c1e8ace0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:43.152Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61727367050ea82479 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:43.229Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61987d335fa72c74f4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:43.242Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e0775cdb8ce6861b1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:43.244Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e7eb288fd4c4cccd0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:43.288Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef615af935885bc355ff | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.285Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61727367050ea8247b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.317Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e1f38026346b86df3 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.483Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61987d335fa72c74f9 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.538Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e3f446027cd960487 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.553Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e0775cdb8ce6861b4 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.556Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef615af935885bc355fa | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.676Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e3f446027cd96048a | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.718Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef610775cdb8ce6861cb | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.789Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e7eb288fd4c4cccd3 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.833Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef645af935885bc35626 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.872Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef63283bbcb2c1e8ad04 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.877Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64987d335fa72c751e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.922Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef5e1f38026346b86df0 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:44.971Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef60283bbcb2c1e8acdd | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:45.032Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64727367050ea8249c | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:45.037Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef60727367050ea8246e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:45.061Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef63987d335fa72c751b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:45.094Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef61283bbcb2c1e8ace2 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:45.111Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef617eb288fd4c4cccea | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:45.147Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef645af935885bc35624 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:46.404Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64727367050ea8249e | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:46.505Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef611f38026346b86e0d | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:46.518Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef675af935885bc3564b | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:46.542Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef64987d335fa72c7520 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:46.547Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef613f446027cd9604a1 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:46.563Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef610775cdb8ce6861ce | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:46.565Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef67987d335fa72c7545 | AccountType: user | Message: No bookmarks found
[2025-09-01T01:03:46.575Z] ERROR: GET /api/bookmark | Status: 500 | User: 68b4ef635af935885bc35621 | AccountType: user | Message: No bookmarks found
